region,lon,lat,e,d,date,road_type,accident_type,collision_type,severity,weather,vehicle_type,car_brand,age
South Moravia,16.703850681782423,49.17713833144001,-1163486,-591429,09.04.2024,Highway,Moving Vehicle Collision,Rear,Slight,Good,Car,MAZDA,70
South Moravia,16.657820814393897,49.08755724553592,-1173033,-595830,16.04.2024,Highway,Moving Vehicle Collision,Rear,Slight,Good,Truck,RENAULT,53
South Moravia,16.63339188072343,49.14235141408104,-1166784,-596951,20.04.2024,Highway,Moving Vehicle Collision,Side (Lateral),Slight,Light Rain,Car,ŠKODA,34
South Moravia,16.600604050575637,49.15971666506684,-1164608,-599121,05.05.2024,Highway,Moving Vehicle Collision,Rear,Slight,Good,Motorcycle,KTM,47
South Moravia,16.641971820722443,49.127536655891184,-1168489,-596505,12.05.2024,Highway,Moving Vehicle Collision,Rear,Slight,Good,Motorcycle,SUZUKI,47
South Moravia,16.638650095541905,49.13341612060357,-1167813,-596676,14.05.2024,Highway,Moving Vehicle Collision,Rear,Slight,Good,Car,KIA,37
South Moravia,16.643178781803943,49.1253879020265,-1168736,-596443,22.05.2024,Highway,Moving Vehicle Collision,Rear,Slight,Good,Car,FIAT,37
South Moravia,16.66531127221306,49.06506756583263,-1175578,-595553,04.06.2024,Highway,Moving Vehicle Collision,Rear,Slight,Good,Truck with Semi-trailer,DAF,37
South Moravia,16.66327390973119,49.069364660763455,-1175087,-595650,14.06.2024,Highway,Moving Vehicle Collision,Rear,Slight,Good,Car,RENAULT,41
South Moravia,16.573100475550415,49.17772468127051,-1162401,-600899,17.06.2024,Local Road,Moving Vehicle Collision,Side (Lateral),Slight,Good,Motorcycle,PEUGEOT,46
South Moravia,16.74963045244272,49.186521291571026,-1162802,-588000,27.06.2024,Highway,Moving Vehicle Collision,Rear,Slight,Good,Car,HONDA,68
South Moravia,16.74963045244272,49.186521291571026,-1162802,-588000,27.06.2024,Highway,Moving Vehicle Collision,Rear,Slight,Good,Truck,PEUGEOT,54
South Moravia,16.764484878593667,49.18407308006841,-1163187,-586952,15.07.2024,Highway,Moving Vehicle Collision,Rear,Slight,Good,Motorcycle,HONDA,36
South Moravia,16.566696359954218,49.16092330544672,-1164208,-601565,17.08.2024,Highway,Moving Vehicle Collision,Rear,Slight,Rain,Car,ŠKODA,42
South Moravia,16.637886784978537,49.1347912322744,-1167655,-596715,28.08.2024,Highway,Moving Vehicle Collision,Rear,Fatal,Good,Truck,VOLKSWAGEN,29
South Moravia,16.643388769674242,49.125031906926615,-1168777,-596432,04.09.2024,Highway,Moving Vehicle Collision,Rear,Slight,Good,Car,VOLKSWAGEN,43
South Moravia,16.721253091167064,49.184641249072726,-1162791,-590079,01.10.2024,Highway,Moving Vehicle Collision,Side (Lateral),Slight,Good,Motorcycle,YAMAHA,16
South Moravia,16.6396009770639,49.13173769868549,-1168006,-596627,01.10.2024,Highway,Moving Vehicle Collision,Rear,Serious,Good,Truck,DAF,49
South Moravia,16.652707836250052,49.10617178152589,-1170935,-595980,05.10.2024,Highway,Moving Vehicle Collision,Rear,Slight,Light Rain,Truck,FORD,66
South Moravia,16.661611419046963,49.07372437270331,-1174592,-595719,21.10.2024,Highway,Moving Vehicle Collision,Rear,Slight,Good,Car,MERCEDES,33
South Moravia,16.721042101862892,49.18458128644753,-1162796,-590095,09.11.2024,Highway,Moving Vehicle Collision,Frontal,Slight,Good,Car,ŠKODA,55
South Moravia,16.576842226561016,49.161039873812655,-1164275,-600828,13.11.2024,Highway,Moving Vehicle Collision,Rear,Slight,Good,Car,VOLKSWAGEN,32
South Moravia,16.564794145748735,49.16124904835343,-1164157,-601699,19.11.2024,Highway,Moving Vehicle Collision,Rear,Slight,Good,Truck,RENAULT,48
South Moravia,16.764532413063684,49.18394978142796,-1163201,-586950,04.12.2024,Highway,Moving Vehicle Collision,Rear,Slight,Good,Car,BMW,25
South Moravia,16.55563959123882,49.164051564195304,-1163775,-602329,12.12.2024,Highway,Moving Vehicle Collision,Rear,Slight,Good,Truck,TOYOTA,21
South Moravia,16.785582942607434,48.90560422676903,-1194143,-588679,06.03.2024,Highway,Moving Vehicle Collision,Rear,Slight,Good,Car,ŠKODA,48
South Moravia,16.82825438357128,48.867282306047564,-1198709,-586014,10.08.2024,Highway,Moving Vehicle Collision,Side (Lateral),Slight,Good,Truck with Trailer,IVECO,46
South Moravia,16.82115855919624,48.87421376820841,-1197888,-586451,01.09.2024,Highway,Moving Vehicle Collision,Side (Lateral),Slight,Good,Car,ŠKODA,41
South Moravia,16.73091086976121,48.95166515731896,-1188627,-592122,24.12.2024,Highway,Moving Vehicle Collision,Rear,Slight,Good,Car,MERCEDES,78
South Moravia,16.73091086976121,48.95166515731896,-1188627,-592122,24.12.2024,Highway,Moving Vehicle Collision,Rear,Slight,Good,Car,ŠKODA,35
South Moravia,16.77807027397619,49.181100949970265,-1163620,-586002,24.01.2024,Highway,Moving Vehicle Collision,Rear,Fatal,Good,Car,RENAULT,35
South Moravia,16.77807027397619,49.181100949970265,-1163620,-586002,24.01.2024,Highway,Moving Vehicle Collision,Rear,Slight,Good,Truck with Semi-trailer,VOLVO,46
South Moravia,16.978213101831575,49.25539056563477,-1156919,-570643,29.02.2024,Highway,Moving Vehicle Collision,Rear,Slight,Good,Car,RENAULT,49
South Moravia,17.054230966577638,49.27756509807628,-1155031,-564888,05.03.2024,Highway,Moving Vehicle Collision,Rear,Slight,Good,Truck,MERCEDES,24
South Moravia,16.800302923484672,49.18095051656342,-1163807,-584392,02.04.2024,Highway,Moving Vehicle Collision,Rear,Slight,Good,Car,ŠKODA,53
South Moravia,17.032379910818257,49.31017237102715,-1151262,-566100,14.04.2024,Highway,Moving Vehicle Collision,Rear,Slight,Good,Motorcycle,BMW,45
South Moravia,17.02499472160273,49.2968773740917,-1152678,-566785,27.04.2024,Highway,Moving Vehicle Collision,Side (Lateral),Slight,Good,Truck,OPEL,46
South Moravia,17.02499472160273,49.2968773740917,-1152678,-566785,27.04.2024,Highway,Moving Vehicle Collision,Side (Lateral),Slight,Good,Truck with Semi-trailer,SCANIA,25
South Moravia,16.874534579919562,49.18840438620588,-1163548,-578924,29.04.2024,Highway,Moving Vehicle Collision,Rear,Slight,Good,Truck,VOLKSWAGEN,51
South Moravia,16.801408596240762,49.18110840164385,-1163798,-584310,21.05.2024,Highway,Moving Vehicle Collision,Rear,Slight,Good,Car,FIAT,65
South Moravia,16.89405698320666,49.19800449833395,-1162634,-577398,24.05.2024,Highway,Moving Vehicle Collision,Side (Lateral),Slight,Rain,Car,ŠKODA,76
South Moravia,17.04628146768199,49.3256831114059,-1149649,-564919,09.06.2024,Highway,Moving Vehicle Collision,Rear,Slight,Good,Car,ŠKODA,39
South Moravia,17.04790615050329,49.32696680295737,-1149519,-564787,16.06.2024,Highway,Moving Vehicle Collision,Rear,Slight,Good,Motorcycle,BMW,41
South Moravia,17.04250522395268,49.32197760708272,-1150031,-565234,21.06.2024,Highway,Moving Vehicle Collision,Rear,Slight,Good,Car,VOLKSWAGEN,50
Olomouc,17.199028040673518,49.32215303990318,-1151158,-553912,01.07.2024,Highway,Moving Vehicle Collision,Rear,Slight,Good,Car,ŠKODA,30
Olomouc,17.092781263878752,49.363255272202835,-1145835,-561134,08.07.2024,Highway,Moving Vehicle Collision,Rear,Slight,Good,Truck with Trailer,RENAULT,52
South Moravia,16.848593637204193,49.187844217854185,-1163413,-580811,06.08.2024,Highway,Moving Vehicle Collision,Side (Lateral),Slight,Good,Car,FIAT,63
South Moravia,17.035230897022064,49.314566651620076,-1150797,-565844,30.09.2024,Highway,Moving Vehicle Collision,Frontal,Slight,Good,Car,ŠKODA,22
South Moravia,17.035230897022064,49.314566651620076,-1150797,-565844,30.09.2024,Highway,Moving Vehicle Collision,Frontal,Serious,Good,Car,RENAULT,29
South Moravia,16.791835783024126,49.18033718491976,-1163810,-585013,15.10.2024,Highway,Moving Vehicle Collision,Rear,Slight,Good,Car,VOLKSWAGEN,31
South Moravia,17.03873472010864,49.317974022966546,-1150446,-565552,20.10.2024,Highway,Moving Vehicle Collision,Rear,Serious,Good,Motorcycle,BMW,53
South Moravia,16.80342828722304,49.18132949956896,-1163789,-584161,29.10.2024,Highway,Moving Vehicle Collision,Rear,Slight,Good,Truck,RENAULT,27
South Moravia,16.82577889844104,49.18353330563086,-1163716,-582515,11.11.2024,Highway,Moving Vehicle Collision,Rear,Serious,Good,Truck,RENAULT,38
Olomouc,17.072604899238343,49.35118487366573,-1147022,-562728,27.12.2024,Highway,Moving Vehicle Collision,Rear,Slight,Good,Car,PEUGEOT,24
South Moravia,16.604288205051493,48.87679920889181,-1195915,-602237,20.02.2024,First Class Road,Moving Vehicle Collision,Rear,Slight,Good,Truck,FORD,50
South Moravia,16.520536538674286,48.96180868248232,-1185854,-607317,08.03.2024,First Class Road,Moving Vehicle Collision,Side (Lateral),Slight,Good,Car,ŠKODA,36
South Moravia,16.520536538674286,48.96180868248232,-1185854,-607317,08.03.2024,First Class Road,Moving Vehicle Collision,Side (Lateral),Slight,Good,Car,ŠKODA,48
South Moravia,16.608074051884163,48.862234940345616,-1197555,-602135,21.03.2024,First Class Road,Moving Vehicle Collision,Frontal,Fatal,Good,Truck,PEUGEOT,39
South Moravia,16.608074051884163,48.862234940345616,-1197555,-602135,21.03.2024,First Class Road,Moving Vehicle Collision,Frontal,Slight,Good,Truck with Semi-trailer,MERCEDES,58
South Moravia,16.51557964822844,48.96998265252588,-1184911,-607579,08.04.2024,First Class Road,Moving Vehicle Collision,Rear,Slight,Good,Car,VOLKSWAGEN,17
South Moravia,16.522471379075597,48.953625266988105,-1186774,-607275,02.05.2024,First Class Road,Moving Vehicle Collision,Frontal,Serious,Good,Truck,CITROEN,30
South Moravia,16.605510422200425,48.970885110140095,-1185523,-601023,06.05.2024,Second Class Road,Moving Vehicle Collision,Side (Lateral),Slight,Good,Car,ŠKODA,64
South Moravia,16.60596083419798,48.96195332666509,-1186514,-601097,10.05.2024,Third Class Road,Moving Vehicle Collision,Side (Lateral),Serious,Good,Motorcycle,DERBI,45
South Moravia,16.549833099035865,48.99532963934223,-1182381,-604781,30.06.2024,Third Class Road,Moving Vehicle Collision,From Side (T-bone),Slight,Good,Car,ŠKODA,54
South Moravia,16.608303679477377,48.861084475179595,-1197684,-602132,03.07.2024,First Class Road,Moving Vehicle Collision,Side (Lateral),Slight,Good,Motorcycle,YAMAHA,42
South Moravia,16.609836386181698,48.85156056103217,-1198749,-602134,08.07.2024,First Class Road,Moving Vehicle Collision,From Side (T-bone),Slight,Good,Car,BMW,79
South Moravia,16.478676781479326,48.9371665910059,-1188244,-610663,28.07.2024,Third Class Road,Moving Vehicle Collision,Side (Lateral),Slight,Good,Motorcycle,BMW,49
South Moravia,16.549808885741157,48.995309812482354,-1182383,-604783,18.08.2024,Second Class Road,Moving Vehicle Collision,Frontal,Slight,Good,Car,DACIA,45
South Moravia,16.549808885741157,48.995309812482354,-1182383,-604783,18.08.2024,Second Class Road,Moving Vehicle Collision,Frontal,Slight,Good,Car,BMW,23
South Moravia,16.54978319305996,48.99529892556577,-1182384,-604785,06.09.2024,Second Class Road,Moving Vehicle Collision,From Side (T-bone),Slight,Good,Motorcycle,SIMSON,19
South Moravia,16.516409644108887,48.89763478391547,-1192915,-608393,13.09.2024,Third Class Road,Moving Vehicle Collision,Side (Lateral),Slight,Rain,Car,VOLKSWAGEN,60
South Moravia,16.516409644108887,48.89763478391547,-1192915,-608393,13.09.2024,Third Class Road,Moving Vehicle Collision,Side (Lateral),Slight,Rain,Car,FORD,25
South Moravia,16.63275402786811,48.798850457024066,-1204757,-601090,24.09.2024,First Class Road,Moving Vehicle Collision,From Side (T-bone),Slight,Rain,Car,ŠKODA,77
South Moravia,16.62258435309112,48.81769057633805,-1202594,-601608,25.10.2024,First Class Road,Moving Vehicle Collision,Frontal,Fatal,Good,Car,VOLKSWAGEN,88
South Moravia,16.589359132707596,48.94672232531747,-1188067,-602488,30.10.2024,Third Class Road,Moving Vehicle Collision,Side (Lateral),Slight,Fog,Car,HONDA,27
South Moravia,16.437689452592448,48.96065688918774,-1185319,-613361,15.11.2024,First Class Road,Moving Vehicle Collision,From Side (T-bone),Slight,Good,Car,VOLKSWAGEN,45
South Moravia,16.437689452592448,48.96065688918774,-1185319,-613361,15.11.2024,First Class Road,Moving Vehicle Collision,From Side (T-bone),Slight,Good,Truck,BMW,74
South Moravia,16.52233928327792,48.95384192064376,-1186749,-607282,09.12.2024,First Class Road,Moving Vehicle Collision,Frontal,Fatal,Good,Car,MITSUBISHI,46
South Moravia,16.52233928327792,48.95384192064376,-1186749,-607282,09.12.2024,First Class Road,Moving Vehicle Collision,Frontal,Slight,Good,Truck with Semi-trailer,DAF,60
Moravia-Silesia,17.392153116339927,50.113693866978295,-1064922,-531387,15.01.2024,Local Road,Moving Vehicle Collision,Frontal,Slight,Good,Car,ŠKODA,19
Moravia-Silesia,17.60481384095327,49.98459152021193,-1080675,-517600,18.01.2024,Second Class Road,Moving Vehicle Collision,Frontal,Slight,Good,Car,ŠKODA,59
Moravia-Silesia,17.466148193214227,49.98654772429631,-1079511,-527479,19.01.2024,Local Road,Moving Vehicle Collision,From Side (T-bone),Slight,Good,Car,DACIA,53
Moravia-Silesia,17.39703771131744,49.98286286427719,-1079440,-532452,26.01.2024,First Class Road,Moving Vehicle Collision,Side (Lateral),Slight,Good,Car,ŠKODA,18
Moravia-Silesia,17.57873537131739,49.96797659940887,-1082338,-519637,16.02.2024,First Class Road,Moving Vehicle Collision,Frontal,Fatal,Good,Car,KIA,36
Moravia-Silesia,17.57873537131739,49.96797659940887,-1082338,-519637,16.02.2024,First Class Road,Moving Vehicle Collision,Frontal,Slight,Good,Truck,MAN,59
Moravia-Silesia,17.581175280831246,50.14507867922013,-1062743,-517598,21.02.2024,First Class Road,Moving Vehicle Collision,Frontal,Slight,Good,Car,PEUGEOT,51
Moravia-Silesia,17.581175280831246,50.14507867922013,-1062743,-517598,21.02.2024,First Class Road,Moving Vehicle Collision,Frontal,Slight,Good,Car,FIAT,30
Moravia-Silesia,17.268899612885694,49.932449608859685,-1084120,-542152,26.02.2024,Local Road,Moving Vehicle Collision,Side (Lateral),Slight,Good,Car,VOLKSWAGEN,36
Moravia-Silesia,17.651830055849842,50.079152215957265,-1070520,-513257,14.03.2024,First Class Road,Moving Vehicle Collision,Frontal,Slight,Good,Car,ŠKODA,79
Moravia-Silesia,17.29997070982552,50.07459141853591,-1068606,-538377,27.03.2024,Second Class Road,Moving Vehicle Collision,From Side (T-bone),Slight,Good,Car,ŠKODA,50
Moravia-Silesia,17.71322716809987,50.096976389178536,-1068956,-508697,28.03.2024,First Class Road,Moving Vehicle Collision,Side (Lateral),Slight,Good,Truck,ŠKODA,71
Moravia-Silesia,17.36173547745381,49.968848347195,-1080745,-535124,12.04.2024,First Class Road,Moving Vehicle Collision,Side (Lateral),Slight,Good,Car,FORD,30
Moravia-Silesia,17.669969801749875,50.09696293385205,-1068669,-511779,15.04.2024,Local Road,Moving Vehicle Collision,Frontal,Slight,Good,Car,VOLVO,51
Moravia-Silesia,17.574566055873944,50.09500805922952,-1068243,-518596,29.04.2024,Third Class Road,Moving Vehicle Collision,From Side (T-bone),Slight,Good,Car,HONDA,56
Moravia-Silesia,17.626149672955762,49.971363667019276,-1082284,-516215,30.04.2024,First Class Road,Moving Vehicle Collision,Rear,Slight,Good,Car,BMW,30
Moravia-Silesia,17.67593502338583,50.20764770565792,-1056450,-510204,03.05.2024,Third Class Road,Moving Vehicle Collision,Side (Lateral),Slight,Good,Motorcycle,KAWASAKI,66
Moravia-Silesia,17.59571555967322,49.96656987934028,-1082609,-518439,07.05.2024,Second Class Road,Moving Vehicle Collision,Rear,Slight,Good,Car,VOLKSWAGEN,30
Moravia-Silesia,17.479446559805563,49.99232495387651,-1078963,-526468,12.06.2024,First Class Road,Moving Vehicle Collision,From Side (T-bone),Slight,Light Rain,Motorcycle,HONDA,41
Moravia-Silesia,17.74490088859783,50.04724858155398,-1074674,-506952,11.07.2024,Third Class Road,Moving Vehicle Collision,Frontal,Slight,Good,Motorcycle,BMW,42
Moravia-Silesia,17.457619938205735,49.98746127332603,-1079351,-528078,22.08.2024,Local Road,Moving Vehicle Collision,Side (Lateral),Slight,Good,Car,ŠKODA,45
Moravia-Silesia,17.484674935041635,50.055285347758655,-1072028,-525423,24.08.2024,Second Class Road,Moving Vehicle Collision,Frontal,Serious,Good,Motorcycle,SUZUKI,26
Moravia-Silesia,17.44432665127016,50.10666003793481,-1066062,-527748,27.08.2024,Second Class Road,Moving Vehicle Collision,Side (Lateral),Slight,Good,Motorcycle,HONDA,41
Moravia-Silesia,17.40846519424195,50.09446584681561,-1067164,-530433,06.09.2024,Second Class Road,Moving Vehicle Collision,Frontal,Serious,Good,Motorcycle,YAMAHA,39
Moravia-Silesia,17.693225431230296,50.08858685263997,-1069752,-510209,10.09.2024,First Class Road,Moving Vehicle Collision,Frontal,Slight,Good,Motorcycle,BMW,59
Moravia-Silesia,17.694280267831306,50.09079023716777,-1069515,-510111,14.09.2024,First Class Road,Moving Vehicle Collision,From Side (T-bone),Slight,Rain,Car,FORD,71
Moravia-Silesia,17.753265155121564,50.046999310326626,-1074757,-506358,17.09.2024,First Class Road,Moving Vehicle Collision,From Side (T-bone),Slight,Good,Motorcycle,JAWA,33
Moravia-Silesia,17.625633921324717,49.97106132401006,-1082314,-516255,22.09.2024,First Class Road,Moving Vehicle Collision,Frontal,Fatal,Good,Car,FORD,28
Moravia-Silesia,17.625633921324717,49.97106132401006,-1082314,-516255,22.09.2024,First Class Road,Moving Vehicle Collision,Frontal,Slight,Good,Truck,VOLVO,48
Moravia-Silesia,17.188094361842182,49.97313642485818,-1079041,-547473,24.09.2024,First Class Road,Moving Vehicle Collision,Side (Lateral),Fatal,Good,Motorcycle,YAMAHA,19
Moravia-Silesia,17.453506657045352,49.99321113090491,-1078686,-528310,26.09.2024,Local Road,Moving Vehicle Collision,From Side (T-bone),Slight,Good,Car,SUBARU,47
Moravia-Silesia,17.29548540849954,49.96839920720512,-1080329,-539859,04.10.2024,Second Class Road,Moving Vehicle Collision,Frontal,Slight,Light Rain,Car,DACIA,44
Moravia-Silesia,17.29548540849954,49.96839920720512,-1080329,-539859,04.10.2024,Second Class Road,Moving Vehicle Collision,Frontal,Slight,Light Rain,Car,RENAULT,38
Moravia-Silesia,17.223361436270803,49.845899404437176,-1093375,-546362,09.10.2024,Second Class Road,Moving Vehicle Collision,Frontal,Slight,Good,Car,ŠKODA,77
Moravia-Silesia,17.462713020903898,49.98413884079579,-1079754,-527750,11.10.2024,First Class Road,Moving Vehicle Collision,From Side (T-bone),Slight,Good,Car,ŠKODA,43
Moravia-Silesia,17.426478493794924,50.10655794575763,-1065950,-529020,18.10.2024,Second Class Road,Moving Vehicle Collision,Rear,Slight,Good,Car,RENAULT,79
Moravia-Silesia,17.426478493794924,50.10655794575763,-1065950,-529020,18.10.2024,Second Class Road,Moving Vehicle Collision,Rear,Slight,Good,Car,RENAULT,58
Moravia-Silesia,17.607141593237422,49.97303924444093,-1081970,-517555,20.10.2024,First Class Road,Moving Vehicle Collision,From Side (T-bone),Serious,Good,Motorcycle,HONDA,33
Moravia-Silesia,17.69090315948325,50.091236972931235,-1069443,-510347,24.10.2024,Local Road,Moving Vehicle Collision,From Side (T-bone),Slight,Good,Car,VOLKSWAGEN,60
Moravia-Silesia,17.65934651091982,50.10462780983094,-1067749,-512456,29.10.2024,First Class Road,Moving Vehicle Collision,Rear,Slight,Good,Car,FORD,27
Moravia-Silesia,17.558159422213464,50.03316239692922,-1074980,-520418,12.11.2024,First Class Road,Moving Vehicle Collision,Frontal,Slight,Fog,Car,SSANGYONG,36
Moravia-Silesia,17.558159422213464,50.03316239692922,-1074980,-520418,12.11.2024,First Class Road,Moving Vehicle Collision,Frontal,Slight,Fog,Car,KIA,41
Moravia-Silesia,17.269150647983142,49.93382090800529,-1083970,-542119,12.11.2024,Local Road,Moving Vehicle Collision,Side (Lateral),Slight,Good,Car,HYUNDAI,59
Moravia-Silesia,17.573417234959052,50.15922427500161,-1061124,-518001,29.11.2024,Third Class Road,Moving Vehicle Collision,From Side (T-bone),Slight,Good,Car,FIAT,81
Moravia-Silesia,17.430648223935133,50.00413906480659,-1077318,-529824,09.12.2024,Second Class Road,Moving Vehicle Collision,Rear,Slight,Good,Car,ŠKODA,75
Moravia-Silesia,17.73573536077048,50.06993061693306,-1072101,-507372,11.12.2024,First Class Road,Moving Vehicle Collision,Frontal,Slight,Good,Car,SUBARU,57
Moravia-Silesia,17.473623399428202,49.99556652821926,-1078564,-526849,17.12.2024,First Class Road,Moving Vehicle Collision,Rear,Slight,Good,Car,OPEL,80
Moravia-Silesia,17.473623399428202,49.99556652821926,-1078564,-526849,17.12.2024,First Class Road,Moving Vehicle Collision,Rear,Slight,Good,Car,KIA,38
Moravia-Silesia,17.72981895526495,50.0806724399272,-1070872,-507683,19.12.2024,First Class Road,Moving Vehicle Collision,Rear,Slight,Good,Car,VOLKSWAGEN,33
Moravia-Silesia,17.39390838930829,49.81860209571105,-1097602,-534450,22.12.2024,First Class Road,Moving Vehicle Collision,From Side (T-bone),Slight,Snow,Car,ŠKODA,69
Moravia-Silesia,18.346891489455,49.597028084807384,-1128391,-468239,04.01.2024,Third Class Road,Moving Vehicle Collision,From Side (T-bone),Slight,Good,Car,DAIHATSU,77
Moravia-Silesia,18.370186110576714,49.65022361011314,-1122638,-466062,09.01.2024,Second Class Road,Moving Vehicle Collision,Side (Lateral),Slight,Good,Car,RENAULT,40
Moravia-Silesia,18.34979418693661,49.67926647483464,-1119295,-467256,10.01.2024,Local Road,Moving Vehicle Collision,Rear,Slight,Good,Car,ŠKODA,53
Moravia-Silesia,18.339971124617875,49.68355237261113,-1118760,-467922,05.02.2024,Second Class Road,Moving Vehicle Collision,Rear,Slight,Good,Car,OPEL,36
Moravia-Silesia,18.282034707846513,49.733425853296154,-1112877,-471613,09.02.2024,Highway,Moving Vehicle Collision,Side (Lateral),Slight,Good,Car,VOLKSWAGEN,43
Moravia-Silesia,18.672027569934325,49.67560044310831,-1121620,-444112,14.02.2024,Local Road,Moving Vehicle Collision,From Side (T-bone),Slight,Good,Car,ŠKODA,48
Moravia-Silesia,18.36762873294209,49.71591262082606,-1115342,-465629,16.02.2024,Second Class Road,Moving Vehicle Collision,Rear,Slight,Good,Car,OPEL,48
Moravia-Silesia,18.34857921648345,49.66602531540986,-1120755,-467468,16.02.2024,Local Road,Moving Vehicle Collision,Side (Lateral),Slight,Good,Car,ŠKODA,81
Moravia-Silesia,18.603744985901823,49.67674260472091,-1121095,-449014,27.02.2024,First Class Road,Moving Vehicle Collision,Side (Lateral),Slight,Good,Car,ŠKODA,30
Moravia-Silesia,18.733201776891832,49.623153039365306,-1127788,-440175,28.02.2024,First Class Road,Moving Vehicle Collision,Side (Lateral),Slight,Good,Car,FORD,49
Moravia-Silesia,18.733201776891832,49.623153039365306,-1127788,-440175,28.02.2024,First Class Road,Moving Vehicle Collision,Side (Lateral),Slight,Good,Car,SEAT,51
Moravia-Silesia,18.355911379957053,49.68119147531259,-1119119,-466798,05.03.2024,Local Road,Moving Vehicle Collision,Rear,Slight,Good,Car,MAZDA,44
Moravia-Silesia,18.3353324585846,49.68053511871136,-1119066,-468284,07.03.2024,Third Class Road,Moving Vehicle Collision,From Side (T-bone),Slight,Good,Car,ŠKODA,30
Moravia-Silesia,18.44856963911509,49.67294669433603,-1120594,-460211,08.03.2024,Second Class Road,Moving Vehicle Collision,From Side (T-bone),Slight,Good,Motorcycle,APRILIA,16
Moravia-Silesia,18.71987966109871,49.63087675067189,-1126855,-441066,15.03.2024,Third Class Road,Moving Vehicle Collision,Frontal,Slight,Good,Car,RENAULT,33
Moravia-Silesia,18.342389616276204,49.68059075133266,-1119103,-467776,26.03.2024,Local Road,Moving Vehicle Collision,Side (Lateral),Slight,Good,Car,ŠKODA,74
Moravia-Silesia,18.290739211528418,49.73171683155195,-1113120,-471004,26.03.2024,Third Class Road,Moving Vehicle Collision,From Side (T-bone),Slight,Good,Car,MERCEDES,36
Moravia-Silesia,18.31581851434522,49.53986362935737,-1134535,-471018,26.03.2024,Second Class Road,Moving Vehicle Collision,Rear,Slight,Good,Car,ŠKODA,73
Moravia-Silesia,18.3606593053866,49.56842468932218,-1131645,-467516,05.04.2024,First Class Road,Moving Vehicle Collision,From Side (T-bone),Slight,Good,Car,ŠKODA,24
Moravia-Silesia,18.3606593053866,49.56842468932218,-1131645,-467516,05.04.2024,First Class Road,Moving Vehicle Collision,From Side (T-bone),Slight,Good,Car,ŠKODA,58
Moravia-Silesia,18.346108373694285,49.69180438095864,-1117883,-467403,29.03.2024,Local Road,Moving Vehicle Collision,Side (Lateral),Slight,Good,Car,HONDA,51
Moravia-Silesia,18.826082254703035,49.5756510136676,-1133585,-433899,08.04.2024,Local Road,Moving Vehicle Collision,Frontal,Slight,Good,Car,ŠKODA,50
Moravia-Silesia,18.337987976181683,49.56577370961497,-1131800,-469175,11.04.2024,Third Class Road,Moving Vehicle Collision,Frontal,Slight,Good,Motorcycle,YAMAHA,29
Moravia-Silesia,18.349228559374293,49.66722513382821,-1120626,-467410,15.04.2024,First Class Road,Moving Vehicle Collision,Rear,Slight,Good,Car,ŠKODA,25
Moravia-Silesia,18.344682585353574,49.67709881094112,-1119504,-467644,17.04.2024,First Class Road,Moving Vehicle Collision,Side (Lateral),Slight,Good,Car,CHEVROLET,37
Moravia-Silesia,18.342364350600718,49.680571310688876,-1119105,-467778,26.04.2024,Local Road,Moving Vehicle Collision,Rear,Slight,Good,Car,SSANGYONG,41
Moravia-Silesia,18.359497851412563,49.586272596506646,-1129660,-467432,05.05.2024,Third Class Road,Moving Vehicle Collision,Side (Lateral),Slight,Good,Car,ŠKODA,20
Moravia-Silesia,18.326384439450607,49.67062896524372,-1120109,-469021,05.05.2024,Local Road,Moving Vehicle Collision,Frontal,Slight,Good,Motorcycle,HONDA,44
Moravia-Silesia,18.658525157794124,49.69048894114022,-1119891,-444950,07.05.2024,Second Class Road,Moving Vehicle Collision,Side (Lateral),Slight,Good,Car,RENAULT,57
Moravia-Silesia,18.369146657869507,49.679085973937184,-1119433,-465866,11.05.2024,Local Road,Moving Vehicle Collision,From Side (T-bone),Slight,Good,Car,ŠKODA,21
Moravia-Silesia,18.524405163212442,49.71273939365849,-1116636,-454391,11.05.2024,Second Class Road,Moving Vehicle Collision,Rear,Slight,Good,Motorcycle,HONDA,47
Moravia-Silesia,18.452193556624895,49.67363047140965,-1120540,-459944,15.05.2024,Second Class Road,Moving Vehicle Collision,Rear,Slight,Good,Car,ŠKODA,41
Moravia-Silesia,18.725602827652992,49.6277014681086,-1127240,-440682,20.05.2024,First Class Road,Moving Vehicle Collision,Rear,Slight,Good,Truck,IVECO,54
Moravia-Silesia,18.35704591727204,49.65793757809526,-1121703,-466935,21.05.2024,Highway,Moving Vehicle Collision,From Side (T-bone),Slight,Good,Car,ŠKODA,42
Moravia-Silesia,18.370080895364094,49.63162978843844,-1124698,-466244,21.05.2024,Third Class Road,Moving Vehicle Collision,Frontal,Slight,Good,Truck,FORD,36
Moravia-Silesia,18.356743062523364,49.68940333666001,-1118214,-466661,23.05.2024,Second Class Road,Moving Vehicle Collision,Rear,Slight,Good,Car,OPEL,41
Moravia-Silesia,18.38197303213079,49.54747232182614,-1134097,-466176,23.05.2024,First Class Road,Moving Vehicle Collision,Side (Lateral),Slight,Good,Car,OPEL,53
Moravia-Silesia,18.446965838673652,49.67287770868825,-1120592,-460327,24.05.2024,Second Class Road,Moving Vehicle Collision,Side (Lateral),Slight,Light Rain,Truck,MAN,50
